Timestamp;X;Y;Z
1521293384678;0.36676025;4.6215973;8.656479
1521293384683;0.38111877;4.6694794;8.572678
1521293384687;0.36915588;4.635956;8.491272
1521293384693;0.34999084;4.6263733;8.472122
1521293384697;0.3763275;4.616806;8.491272
1521293384703;0.3715515;4.6455383;8.486481
1521293384707;0.39309692;4.640747;8.469727
1521293384712;0.38111877;4.707779;8.436203
1521293384717;0.39309692;4.7053833;8.381149
1521293384723;0.4050598;4.691025;8.36438
1521293384727;0.40026855;4.6862335;8.3667755
1521293384732;0.4122467;4.707779;8.309311
1521293384737;0.39788818;4.73172;8.342834
1521293384743;0.3835144;4.7245483;8.38353
1521293384747;0.39788818;4.73172;8.388321
1521293384752;0.32844543;4.700592;8.467331
1521293384758;0.2973175;4.688629;8.498459
1521293384762;0.3045044;4.6982117;8.536758
1521293384767;0.30690002;4.700592;8.587051
1521293384772;0.31887817;4.7341156;8.589432
1521293384777;0.33802795;4.7221527;8.644501
1521293384782;0.35238647;4.6934204;8.670837
1521293384787;0.3428192;4.683838;8.644501
1521293384792;0.2853546;4.635956;8.7977295
1521293384797;0.31887817;4.6670837;9.075455
1521293384801;0.48406982;4.774826;8.766602
1521293384807;0.3715515;4.6934204;8.491272
1521293384811;0.27337646;4.6144104;8.515213
1521293384816;0.2638092;4.683838;8.649292
1521293384822;0.28775024;4.73172;8.694778
1521293384827;0.30690002;4.7532654;8.524796
1521293384832;0.2566223;4.7484894;8.440994
1521293384837;0.23747253;4.750885;8.479309
1521293384841;0.22789001;4.7460938;8.426636
1521293384846;0.2135315;4.7221527;8.352417
1521293384851;0.2709961;4.774826;8.28537
1521293384856;0.31169128;4.786789;8.20636
1521293384861;0.2925415;4.8059387;8.215942
1521293384866;0.25183105;4.774826;8.268616
1521293384871;0.2566223;4.7604523;8.304535
1521293384876;0.24943542;4.755661;8.340439
1521293384881;0.2709961;4.793976;8.3667755
1521293384886;0.2757721;4.7652435;8.488876
1521293384891;0.30690002;4.736511;8.630142
1521293384897;0.3260498;4.676651;8.704361
1521293384901;0.35957336;4.707779;8.69957
1521293384906;0.2925415;4.762848;8.575073
1521293384911;0.115371704;4.7580566;8.474518
1521293384916;0.091430664;4.755661;8.393112
1521293384921;0.14170837;4.7580566;8.361984
1521293384925;0.16564941;4.7963715;8.376358
1521293384931;0.23268127;4.8634033;8.361984
1521293384936;0.22070313;4.8993225;8.340439
1521293384941;0.20155334;4.872986;8.36438
1521293384946;0.16325378;4.87059;8.4218445
1521293384951;0.086639404;4.8442535;8.440994
1521293384956;0.1273346;4.8274994;8.469727
1521293384961;0.2709961;4.896927;8.4218445
1521293384966;0.3715515;4.9472046;8.395508
1521293384970;0.40026855;4.9424133;8.306915
1521293384976;0.3428192;4.9112854;8.244675
1521293384980;0.22309875;4.8514404;8.249466
1521293384986;0.19915771;4.786789;8.199188
1521293384990;0.21113586;4.7891846;8.261429
1521293384995;0.24465942;4.9112854;8.347626
1521293385001;0.26860046;4.8993225;8.448181
1521293385006;0.21113586;4.8514404;8.491272
1521293385010;0.096206665;4.770035;8.555923
1521293385015;0.029174805;4.736511;8.575073
1521293385020;-0.073776245;4.7460938;8.634933
1521293385025;-0.097717285;4.7604523;8.5798645
1521293385030;-0.34431458;4.8203125;8.417053
1521293385035;-0.39698792;4.8274994;8.378754
1521293385040;-0.1767273;4.872986;9.053909
1521293385045;-0.7082367;4.920868;10.090607
1521293385050;-0.36108398;4.803543;8.548737
1521293385055;-0.085754395;4.7843933;7.4976807
1521293385060;0.031570435;4.73172;7.45459
1521293385065;0.21113586;4.762848;7.7418976
1521293385070;0.40745544;4.846649;8.067505
1521293385075;0.2135315;4.865799;8.60141
1521293385080;-0.066589355;4.8322754;8.836044
1521293385085;-0.34431458;4.822708;9.190384
1521293385090;-0.24136353;4.8753815;8.505646
1521293385095;-0.037857056;4.87059;7.8975067
1521293385100;-0.27967834;4.8203125;8.306915
1521293385105;-0.21502686;4.7460938;8.057922
1521293385110;-0.2054596;4.7891846;8.060318
1521293385115;-0.052230835;5.011841;8.132141
1521293385119;0.048324585;5.02861;8.053131
1521293385124;0.079452515;4.956772;8.098633
1521293385129;0.041152954;4.913681;8.144119
1521293385135;-0.021102905;4.8274994;8.309311
1521293385140;-0.052230835;4.762848;8.393112
1521293385144;-0.018707275;4.7604523;8.340439
1521293385150;0.16085815;4.7819977;8.294952
1521293385155;0.26860046;4.6982117;8.242279
1521293385159;0.19198608;4.664688;8.098633
1521293385164;-0.021102905;4.719757;7.9789124
1521293385169;-0.26531982;4.9831085;7.495285
1521293385174;-0.2054596;5.119583;7.131363
1521293385179;-0.23179626;5.0740967;6.8871613
1521293385184;-0.33714294;4.9831085;6.683655
1521293385189;-0.32995605;5.0142365;7.0906677
1521293385194;-0.29882813;4.9663544;7.708374
1521293385199;-0.32756042;4.9232635;8.122574
1521293385204;-0.30841064;4.9496;8.223129
1521293385209;-0.33953857;4.961563;8.275803
1521293385214;-0.40177917;4.925659;8.158478
1521293385219;-0.47120667;4.8514404;8.098633
1521293385223;-0.42092896;4.803543;8.1489105
1521293385229;-0.2964325;4.7843933;8.330872
1521293385234;-0.18151855;4.849045;8.565491
1521293385238;-0.011520386;4.822708;8.60141
1521293385243;0.13212585;4.853821;8.34523
1521293385249;0.41464233;4.961563;8.101028
1521293385253;0.6109619;5.078888;7.763443
1521293385258;0.72828674;5.150711;7.272629
1521293385263;0.7809601;5.1171875;6.7506866
1521293385268;0.8360138;5.0693054;6.348465
1521293385273;0.737854;5.054947;6.039612
1521293385278;0.69236755;5.1171875;5.6589355
1521293385283;0.8096771;5.2871857;5.103485
1521293385288;1.0131989;5.4451904;4.6030884
1521293385293;1.1233215;5.576874;4.3373413
1521293385298;1.3220367;5.6702576;4.2391663
1521293385303;1.5471039;5.722931;4.19368
1521293385308;1.9349518;5.9503784;4.1290436
1521293385313;2.370697;6.110779;4.241562
1521293385318;2.7058868;6.189789;4.4690094
1521293385323;2.8184204;6.237671;5.0460205
1521293385328;2.7226563;6.208954;6.0587616
1521293385333;2.5382996;6.1490936;7.246292
1521293385338;2.255783;6.000656;8.330872
1521293385343;1.9445343;5.782776;9.159256
1521293385348;1.6859589;5.684616;9.654861
1521293385353;1.0802307;5.4499817;10.085815
1521293385358;0.47450256;5.1171875;10.361145
1521293385363;0.081848145;4.8370667;10.442551
1521293385368;-0.2557373;4.6072235;10.306076
1521293385373;-0.55500793;4.451599;10.164825
1521293385378;-0.66275024;4.439636;10.006805
1521293385383;-0.5310669;4.55455;9.499237
1521293385387;-0.4831848;4.580887;8.8767395
1521293385393;-0.4544525;4.5713196;8.294952
1521293385397;-0.306015;4.695816;7.6796417
1521293385402;-0.19348145;4.8059387;7.167282
1521293385407;-0.095321655;4.9184723;6.839279
1521293385412;-0.045043945;4.9879;6.609436
1521293385417;-0.030685425;5.054947;6.410721
1521293385422;-0.052230835;5.083679;6.197632
1521293385427;-0.073776245;5.12677;6.013275
1521293385433;-0.121658325;5.0860596;5.862442
1521293385437;-0.102508545;5.035782;5.704422
1521293385442;-0.076171875;5.023819;5.486557
1521293385447;-0.049835205;5.102829;5.297409
1521293385452;-0.071380615;5.1890106;5.3237457
1521293385457;-0.16236877;5.1219788;5.663727
1521293385462;-0.21502686;4.96875;6.068344
1521293385467;-0.18391418;4.8681946;6.317337
1521293385472;-0.030685425;4.8083344;6.4609985
1521293385477;0.17042542;4.738907;6.5950623
1521293385482;0.036361694;4.348648;6.7961884
1521293385487;-0.023498535;4.075714;7.0355988
1521293385492;0.38111877;4.245697;7.222351
1521293385496;0.78334045;4.609619;7.399521
1521293385502;1.0131989;4.8993225;7.485718
1521293385507;1.2861328;4.79158;8.524796
1521293385512;2.1001587;3.6710968;12.822388
1521293385517;6.0649567;0.30963135;25.767838
1521293385522;2.239029;3.3071747;18.252441
1521293385527;-1.4504395;5.557724;8.91745
1521293385532;0.15367126;4.181061;9.824844
1521293385537;-0.99554443;4.2792206;9.080246
1521293385541;-1.5797272;4.975937;8.000458
1521293385546;-1.6683197;5.059723;7.8017426
1521293385552;-1.4360809;4.683838;7.320511
1521293385556;-1.1846924;4.4372406;6.408325
1521293385562;-1.9580078;4.8634033;5.4650116
1521293385566;-2.7935944;5.248871;5.0579834
1521293385571;-2.5661469;5.20578;5.055603
1521293385576;-1.2756653;4.9902954;5.1417847
1521293385581;0.117767334;4.920868;5.043625
1521293385586;1.3651428;4.985504;4.794632
1521293385591;2.5215454;4.9663544;4.82576
1521293385596;3.124878;4.9496;5.000534
1521293385601;3.2134552;5.033386;4.837723
1521293385606;2.954895;5.186615;4.236786
1521293385610;2.8303833;5.5529327;3.889618
1521293385616;3.081787;5.8593903;3.9327087
1521293385621;3.6611786;6.0030518;4.246353
1521293385626;4.3243713;6.0628967;4.6461945
1521293385631;5.0522156;5.9862823;5.1609344
1521293385636;5.7010345;5.8162994;6.1018677
1521293385641;6.134384;5.3614044;8.105804
1521293385645;6.76886;4.6144104;12.6236725
1521293385651;7.891739;3.9823456;16.930832
1521293385656;7.975525;4.3654175;15.623596
1521293385661;7.003479;5.2440796;12.343552
1521293385665;5.564575;5.6582794;10.471283
1521293385671;4.2621155;5.794754;9.09462
1521293385675;3.3523254;5.789963;7.969345
1521293385680;4.465637;5.1842346;6.2957916
1521293385685;3.8766632;4.6670837;5.9701843
1521293385690;4.391403;4.4085083;6.1282043
1521293385695;3.9843903;4.612015;6.492111
1521293385700;3.8838348;4.7245483;6.293396
1521293385706;4.7529297;4.5904694;5.589508
1521293385710;4.381836;4.8442535;5.510498
1521293385715;4.57576;4.9472046;4.691681
1521293385720;4.5853424;4.8993225;3.7842712
1521293385725;4.029892;4.8394623;3.5903473
1521293385730;3.4600677;4.9400177;3.7842712
1521293385735;2.9453125;4.9232635;4.3517
1521293385740;2.4377441;5.1076202;5.0579834
1521293385745;2.1073456;5.490692;5.7858276
1521293385750;1.484848;6.031769;6.7267456
1521293385755;1.5303345;6.6853943;7.7179413
1521293385760;2.9453125;6.9750977;7.9717407
1521293385765;4.5230865;6.9511566;7.6150055
1521293385770;5.5789337;6.498642;7.016449
1521293385775;5.6531525;6.0892334;6.578308
1521293385780;5.04982;5.9503784;6.5687256
1521293385785;4.3770447;5.751648;6.4849396
1521293385790;3.847931;5.478714;6.2598724
1521293385795;3.4840088;5.1914063;6.1617126
1521293385800;3.0722046;4.9352264;5.934265
1521293385805;2.9333344;4.770035;5.8241425
1521293385809;3.519928;4.5665283;6.0060883
1521293385815;4.2501526;4.2241516;6.6669006
1521293385819;4.8463135;3.7548828;7.5120544
1521293385824;5.2652893;3.446045;8.146515
1521293385829;5.5861206;3.3167572;8.455368
1521293385834;5.9883423;3.3311157;8.417053
1521293385839;5.9548187;3.3430939;8.476913
1521293385844;5.7728577;3.5370178;8.361984
1521293385849;5.674698;3.7644653;8.242279
1521293385854;5.686676;4.0014954;8.038773
1521293385859;5.765686;4.0781097;7.8520203
1521293385864;5.947647;3.8793945;7.670059
1521293385869;6.2565002;3.6399689;7.4737396
1521293385874;6.61084;3.4651947;7.186432
1521293385879;6.864624;3.4173126;6.8680115
1521293385884;7.02742;3.3502655;6.6621094
1521293385889;7.223755;3.2712555;6.657318
1521293385894;7.44162;3.177887;6.652527
1521293385899;7.6571045;3.201828;6.4609985
1521293385904;7.5972443;3.1060638;6.2048187
1521293385909;7.709778;3.0533905;5.9438477
1521293385914;8.138336;3.2066193;5.7882233
1521293385919;9.084045;3.7525024;7.0978546
1521293385924;9.6418915;4.3773804;7.847229
1521293385929;8.1119995;4.3534393;6.154541
1521293385933;5.7321625;4.7724304;6.5950623
1521293385938;4.4943542;5.3302765;6.6477356
1521293385943;4.41774;5.4499817;6.233551
1521293385949;4.0203094;5.1531067;6.899124
1521293385954;3.6492004;4.8993225;7.885544
1521293385959;3.9652405;5.064514;8.227921
1521293385964;4.310013;5.1123962;8.026794
1521293385969;4.6811066;4.9591675;7.6437225
1521293385973;5.0474243;4.896927;7.337265
1521293385978;4.017914;5.7684174;7.5527496
1521293385983;2.4090118;7.1570435;8.395508
1521293385988;4.829544;5.916855;8.548737
1521293385993;6.3809967;4.5665283;8.50325
1521293385998;6.1942444;4.2385254;8.524796
1521293386003;5.885391;4.403717;8.28537
1521293386008;5.516678;4.604828;8.271011
1521293386013;5.2844543;4.841858;8.675629
1521293386018;5.011505;4.5401917;9.125732
1521293386023;4.8103943;4.324707;9.78894
1521293386028;4.764908;4.190628;10.088211
1521293386033;4.283676;3.82193;9.700348
1521293386038;3.7449799;3.1443634;9.487259
1521293386043;3.64682;2.7445374;9.369949
1521293386047;3.9891815;2.5601807;7.3827667
1521293386052;5.188675;2.6631317;2.438736
1521293386058;6.2421265;3.4651947;-0.8365326
1521293386063;6.2469177;5.368576;1.2967072
1521293386068;4.9851685;5.8833313;4.5216827
1521293386072;4.3483124;4.81073;6.5519714
1521293386077;4.350708;3.4005432;7.7849884
1521293386082;4.441681;2.5697632;8.065109
1521293386087;4.4752045;2.292038;7.670059
1521293386092;4.642807;2.3925934;6.8608246
1521293386097;4.908554;2.5697632;6.147354
1521293386102;5.133606;2.5553894;5.81456
1521293386107;5.2700806;2.5194855;5.8289185
1521293386112;5.2868347;2.7253876;5.929474
1521293386117;5.1072693;2.885788;5.9462433
1521293386122;5.0450287;2.6559448;6.027649
1521293386127;4.6404114;2.5841217;6.3748016
1521293386133;3.9796143;2.849884;6.810547
1521293386137;4.149597;2.8905792;6.96138
1521293386142;4.2453613;2.9336853;6.925461
1521293386147;3.7162476;3.5322266;6.530426
1521293386153;3.1128998;4.391754;6.9901123
1521293386157;2.9572906;4.4300537;7.7179413
1521293386162;3.3044434;4.63356;8.967728
1521293386167;3.3595123;4.609619;10.770554
1521293386172;4.604492;3.8243256;8.85759
1521293386176;6.644348;3.335907;-1.5595856
1521293386182;5.3610687;4.458786;4.507324
1521293386187;2.9931946;6.0533295;9.003632
1521293386191;6.086502;7.26239;4.66774
1521293386197;7.798355;6.37175;-0.3624878
1521293386202;6.27565;4.442032;0.5688629
1521293386206;5.5142975;3.8338928;4.0021515
1521293386212;5.607666;4.197815;6.8847656
1521293386217;5.509506;4.3845673;8.515213
1521293386221;5.892578;4.5737;9.056305
1521293386226;6.414505;4.7245483;8.553528
1521293386231;6.560562;4.640747;7.823288
1521293386237;6.505493;4.1762695;7.3061523
1521293386242;6.2852173;3.917694;7.0140533
1521293386246;6.1679077;4.039795;6.6956177
1521293386251;6.189453;4.293579;6.2957916
1521293386257;6.0721436;4.6742706;6.0491943
1521293386261;5.995529;4.9735413;5.9629974
1521293386267;5.971588;5.114792;5.958206
1521293386271;6.0529785;5.253662;6.2000275
1521293386276;6.2014313;5.3661804;6.1329803
1521293386281;6.2181854;5.7013702;6.008484
1521293386286;6.2541046;5.8210907;5.6038666
1521293386291;6.2062073;5.988678;5.0939026
1521293386296;6.100876;6.0652924;4.3660736
1521293386301;5.9213104;6.086838;3.573578
1521293386306;5.7130127;6.1562805;3.1498108
1521293386311;5.638794;6.177826;3.1522064
1521293386316;5.6723022;6.108383;3.336563
1521293386321;5.7991943;5.9599457;3.6430206
1521293386326;6.0482025;5.756439;3.9829865
1521293386331;6.4169006;5.612793;4.33255
1521293386336;6.766464;5.4643555;4.7443542
1521293386341;7.1327667;5.138733;4.9358826
1521293386346;7.4200745;4.906494;4.9023743
1521293386350;7.508667;5.064514;5.0292664
1521293386355;7.5709076;5.2919617;5.254318
1521293386360;7.5421753;5.517029;5.692459
1521293386365;7.6810455;5.406891;5.8576508
1521293386371;7.6738586;5.289566;5.65654
1521293386375;7.4272614;5.46196;5.1489716
1521293386380;7.161499;5.708557;4.612671
1521293386386;6.9412384;6.0102234;4.2870636
1521293386391;6.797577;6.2640076;3.9877777
1521293386395;6.718567;6.4603424;3.7627258
1521293386400;6.5892944;6.68779;3.633438
1521293386406;6.5102844;6.9200287;3.4203491
1521293386410;6.414505;7.0852203;3.1809387
1521293386415;6.3450775;7.1402893;2.8912354
1521293386420;6.3378906;7.0612793;2.6637878
1521293386425;6.3833923;6.9272003;2.510559
1521293386430;6.529434;6.5968018;2.3884583
1521293386435;6.627594;6.426819;2.2519836
1521293386439;6.639572;6.7668;2.6733704
1521293386445;6.6802673;6.8649597;3.2958527
1521293386450;6.8670197;6.7668;3.901596
1521293386455;7.252487;6.5441284;4.2319946
1521293386459;7.4918976;6.345413;4.4498596
1521293386465;7.6618958;6.2711945;4.4211273
1521293386470;7.8749695;6.206558;4.2200165
1521293386474;7.9420166;6.479492;4.1481934
1521293386479;8.016235;6.4890747;4.0811615
1521293386484;7.7959595;6.534561;4.1553802
1521293386490;7.702591;6.673416;4.339737
1521293386494;7.7552643;6.632721;4.4211273
1521293386499;7.671463;6.6039886;4.344513
1521293386504;7.50148;6.620743;3.9638367
1521293386509;7.4990845;6.4890747;3.4730225
1521293386515;7.5158386;6.723694;3.3293762
1521293386519;7.573303;7.051712;3.2479706
1521293386524;7.5230255;7.178604;3.0779877
1521293386529;7.4990845;7.039734;2.9702454
1521293386534;7.410492;7.307892;3.2192383
1521293386539;7.2500916;7.3749237;3.4395142
1521293386544;7.094467;7.1163483;3.470642
1521293386549;6.828705;6.790741;3.513733
1521293386554;6.5749207;6.3813324;3.6454163
1521293386559;6.517456;5.940796;3.798645
1521293386564;6.584503;5.564911;4.088333
1521293386569;6.548584;5.459564;4.3517
1521293386574;6.596466;5.4739227;4.344513
1521293386579;6.7568817;5.8019257;4.50972
1521293386584;7.235718;5.914459;4.2990265
1521293386588;7.537384;5.995865;4.11467
1521293386594;7.695404;6.0628967;4.2631226
1521293386599;7.7839966;6.139511;4.562393
1521293386604;7.81752;6.225708;4.873642
1521293386609;7.841461;6.2304993;5.175308
1521293386613;7.7600555;6.201767;5.24234
1521293386618;7.75766;6.153885;5.0579834
1521293386623;7.709778;6.0652924;4.7850494
1521293386629;7.50148;5.9312134;4.3708496
1521293386634;7.271637;5.643921;3.8034363
1521293386639;7.039398;5.22493;3.391632
1521293386643;6.905319;4.465973;3.10672
1521293386648;6.311554;4.293579;3.5280914
1521293386653;6.1391754;4.71257;3.913559
1521293386658;6.608444;4.6862335;3.3772583
1521293386663;7.065735;4.714966;3.221634
1521293386668;7.4583893;4.578491;2.9056091
1521293386674;7.302765;4.9735413;3.1210785
1521293386678;7.0322113;5.5720825;3.6549835
1521293386683;6.991516;5.8953094;4.380432
1521293386688;6.857437;6.2544403;5.8887787
1521293386693;6.529434;6.189789;6.767456
1521293386698;6.586899;5.2823944;5.7140045
1521293386703;6.8789825;4.9184723;4.109894
1521293386708;7.3482513;5.253662;2.656601
1521293386713;7.611618;5.770813;1.8473663
1521293386718;7.8989105;5.902481;2.007782
1521293386723;7.9587708;5.758835;2.6135101
1521293386728;7.6427307;5.5433655;2.8050537
1521293386732;6.8694153;4.925659;2.4842224
1521293386738;6.421692;4.4061127;2.21846
1521293386743;6.6299896;4.4252625;2.067627
1521293386748;6.9579926;4.7724304;2.0412903
1521293386753;7.1830444;5.119583;2.0101776
1521293386758;6.859833;5.466751;1.7659607
1521293386763;6.5437927;5.605606;1.5528717
1521293386767;6.658722;5.6032104;1.581604
1521293386773;6.852646;5.612793;1.9503174
1521293386778;6.8502502;5.6080017;2.3405762
1521293386783;6.852646;5.61998;2.802658
1521293386788;6.6228027;5.4835052;3.0468597
1521293386792;6.4121094;5.308731;2.8265991
1521293386797;6.3211365;5.1890106;2.390854
1521293386802;6.306778;5.059723;1.9359589
1521293386807;6.402542;4.9232635;1.6654053
1521293386813;6.5533752;4.849045;1.3589478
1521293386817;5.971588;4.8274994;1.2009277
1521293386822;5.5573883;4.872986;1.0524902
1521293386827;5.8111725;4.7652435;1.4618988
1521293386832;6.4719696;4.6383514;2.189743
1521293386838;7.113617;4.363022;1.1721954
1521293386842;7.67865;4.7293243;0.64068604
1521293386847;7.8630066;5.2632294;0.45393372
1521293386852;7.58049;5.2919617;0.5592804
1521293386857;7.125595;5.023819;0.7220917
1521293386862;6.8478546;4.803543;0.6454773
1521293386867;6.8694153;4.9902954;0.5808258
1521293386872;6.77124;5.2584534;0.40844727
1521293386876;6.61084;5.4284363;0.2624054
1521293386882;6.5030975;5.7181396;0.18579102
1521293386887;6.165512;6.503433;0.48506165
1521293386892;5.0569916;8.670181;3.4155731
1521293386896;6.493515;6.3693542;0.40127563
1521293386902;7.434433;5.6750336;-1.7463379
1521293386906;7.5110474;6.9319916;-1.1070862
1521293386912;6.864624;7.264786;-0.78385925
1521293386917;6.371414;6.9559326;0.25282288
1521293386921;6.7401276;6.424423;1.0524902
1521293386926;7.1327667;6.182617;1.3972626
1521293386931;7.2692413;6.3382263;1.2990875
1521293386936;6.7832184;6.19458;1.2033234
1521293386941;6.6299896;6.280777;1.0237579
1521293386946;6.7113953;6.388504;0.4323883
1521293386951;6.608444;6.7021484;0.3533783
1521293386957;6.0601654;6.5920258;0.62153625
1521293386961;5.64357;6.486679;0.6358948
1521293386966;5.626816;7.015793;1.2631836
1521293386971;5.6340027;6.704544;0.8872986
1521293386976;5.9644012;6.158661;-0.32177734
1521293386981;5.8806;7.080429;-0.13981628
1521293386986;5.820755;7.343796;0.6526642
1521293386991;6.4911194;6.9391785;-0.35290527
1521293386996;6.2062073;7.1043854;-0.5181122
1521293387001;5.727371;7.7053223;0.22409058
1521293387006;5.3059998;7.719681;0.42759705
1521293387011;4.987564;7.5904083;0.85617065
1521293387015;4.5901337;7.2240906;0.6478729
1521293387021;4.228607;7.173813;0.27915955
1521293387026;4.053833;7.0828247;0.1474762
1521293387031;4.3602905;6.8721466;0.8226471
1521293387035;5.1503754;6.5513153;2.1969147
1521293387041;6.074539;6.091629;3.5185242
1521293387046;7.101639;6.026993;3.9710236
1521293387051;7.951584;6.012619;3.85849
1521293387056;8.684219;5.976715;3.695694
